,polrty_1A,secstr_1B,molsz_1C,elechrg_1E,polrty_2A,secstr_2B,molsz_2C,elechrg_2E,polrty_3A,secstr_3B,molsz_3C,elechrg_3E,polrty_4A,secstr_4B,molsz_4C,elechrg_4E,polrty_5A,secstr_5B,molsz_5C,elechrg_5E,polrty_6A,secstr_6B,molsz_6C,elechrg_6E,polrty_7A,secstr_7B,molsz_7C,elechrg_7E,polrty_8A,secstr_8B,molsz_8C,elechrg_8E,polrty_9A,secstr_9B,molsz_9C,elechrg_9E,polrty_10A,secstr_10B,molsz_10C,elechrg_10E,polrty_11A,secstr_11B,molsz_11C,elechrg_11E,polrty_12A,secstr_12B,molsz_12C,elechrg_12E,polrty_13A,secstr_13B,molsz_13C,elechrg_13E,polrty_14A,secstr_14B,molsz_14C,elechrg_14E,polrty_15A,secstr_15B,molsz_15C,elechrg_15E,polrty_16A,secstr_16B,molsz_16C,elechrg_16E,polrty_17A,secstr_17B,molsz_17C,elechrg_17E,polrty_18A,secstr_18B,molsz_18C,elechrg_18E,polrty_19A,secstr_19B,molsz_19C,elechrg_19E,polrty_20A,secstr_20B,molsz_20C,elechrg_20E,polrty_21A,secstr_21B,molsz_21C,elechrg_21E,polrty_22A,secstr_22B,molsz_22C,elechrg_22E,polrty_23A,secstr_23B,molsz_23C,elechrg_23E,polrty_24A,secstr_24B,molsz_24C,elechrg_24E,polrty_25A,secstr_25B,molsz_25C,elechrg_25E,polrty_26A,secstr_26B,molsz_26C,elechrg_26E,polrty_27A,secstr_27B,molsz_27C,elechrg_27E,polrty_28A,secstr_28B,molsz_28C,elechrg_28E,polrty_29A,secstr_29B,molsz_29C,elechrg_29E,polrty_30A,secstr_30B,molsz_30C,elechrg_30E,polrty_31A,secstr_31B,molsz_31C,elechrg_31E,polrty_32A,secstr_32B,molsz_32C,elechrg_32E,polrty_33A,secstr_33B,molsz_33C,elechrg_33E,polrty_34A,secstr_34B,molsz_34C,elechrg_34E
median-beta-hydroxyacid_359_Pelobacter_propionicus_medianbetahydroxyacidlong_BLS,0.931,-0.179,-3.005,-1.853,-0.591,-1.302,-0.733,-0.146,-1.019,-0.987,-1.505,-0.912,0.189,2.081,-1.628,-1.392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.019,-0.987,-1.505,-0.912,-1.006,-0.59,1.891,0.412,-0.591,-1.302,-0.733,-0.146,-0.591,-1.302,-0.733,-0.146,-1.006,-0.59,1.891,0.412,-0.384,1.652,1.33,2.064,-1.239,-0.547,2.131,0.816,-0.228,1.399,-4.76,-2.647,-0.591,-1.302,-0.733,-0.146,-0.384,1.652,1.33,2.064,-0.591,-1.302,-0.733,-0.146,-1.006,-0.59,1.891,0.412,-0.032,0.326,2.213,1.313,0.189,2.081,-1.628,-1.392,0.26,0.83,3.097,1.512,-0.384,1.652,1.33,2.064,-0.591,-1.302,-0.733,-0.146,-0.032,0.326,2.213,1.313,1.357,-1.453,1.477,-0.837,-0.591,-1.302,-0.733,-0.146,-1.019,-0.987,-1.505,-0.912,0.189,2.081,-1.628,-1.392,-1.337,-0.279,-0.544,-1.262,-1.343,0.465,-0.862,-0.255,-0.228,1.399,-4.76,-2.647,-1.239,-0.547,2.131,0.816
median-beta-hydroxyacid_360_Photobacterium_profundum_medianbetahydroxyacidlong_BLS,0.931,-0.179,-3.005,-1.853,-1.337,-0.279,-0.544,-1.262,-1.019,-0.987,-1.505,-0.912,-1.006,-0.59,1.891,0.412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.019,-0.987,-1.505,-0.912,-1.006,-0.59,1.891,0.412,-0.228,1.399,-4.76,-2.647,-0.384,1.652,1.33,2.064,-1.006,-0.59,1.891,0.412,-1.337,-0.279,-0.544,-1.262,-1.239,-0.547,2.131,0.816,-0.228,1.399,-4.76,-2.647,-0.591,-1.302,-0.733,-0.146,-0.384,1.652,1.33,2.064,-0.591,-1.302,-0.733,-0.146,-1.019,-0.987,-1.505,-0.912,0.945,0.828,1.299,0.933,-0.228,1.399,-4.76,-2.647,0.26,0.83,3.097,1.512,-0.384,1.652,1.33,2.064,-0.591,-1.302,-0.733,-0.146,-0.032,0.326,2.213,1.313,1.357,-1.453,1.477,-0.837,-0.228,1.399,-4.76,-2.647,-1.019,-0.987,-1.505,-0.912,0.189,2.081,-1.628,-1.392,-1.019,-0.987,-1.505,-0.912,-0.032,0.326,2.213,1.313,-0.663,-1.524,2.219,1.212,-1.239,-0.547,2.131,0.816
median-beta-hydroxyacid_361_Photobacterium_profundum_medianbetahydroxyacidlong_BLS,0.931,-0.179,-3.005,-1.853,-1.337,-0.279,-0.544,-1.262,-1.019,-0.987,-1.505,-0.912,-1.006,-0.59,1.891,0.412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.019,-0.987,-1.505,-0.912,-1.006,-0.59,1.891,0.412,-0.228,1.399,-4.76,-2.647,-0.384,1.652,1.33,2.064,-1.006,-0.59,1.891,0.412,-1.337,-0.279,-0.544,-1.262,-1.239,-0.547,2.131,0.816,-0.228,1.399,-4.76,-2.647,-0.591,-1.302,-0.733,-0.146,-0.384,1.652,1.33,2.064,-0.591,-1.302,-0.733,-0.146,-1.019,-0.987,-1.505,-0.912,0.945,0.828,1.299,0.933,-0.228,1.399,-4.76,-2.647,0.26,0.83,3.097,1.512,-0.384,1.652,1.33,2.064,-0.591,-1.302,-0.733,-0.146,-0.032,0.326,2.213,1.313,1.357,-1.453,1.477,-0.837,-0.228,1.399,-4.76,-2.647,-1.019,-0.987,-1.505,-0.912,0.189,2.081,-1.628,-1.392,-1.019,-0.987,-1.505,-0.912,-0.032,0.326,2.213,1.313,-0.663,-1.524,2.219,1.212,-1.239,-0.547,2.131,0.816
median-beta-hydroxyacid_362_Psychromonas_ingrahamii_medianbetahydroxyacidlong_BLS,0.931,-0.179,-3.005,-1.853,-1.337,-0.279,-0.544,-1.262,-1.019,-0.987,-1.505,-0.912,-1.006,-0.59,1.891,0.412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.019,-0.987,-1.505,-0.912,-1.006,-0.59,1.891,0.412,-0.228,1.399,-4.76,-2.647,-0.384,1.652,1.33,2.064,-1.006,-0.59,1.891,0.412,-0.591,-1.302,-0.733,-0.146,-1.239,-0.547,2.131,0.816,-0.228,1.399,-4.76,-2.647,-0.591,-1.302,-0.733,-0.146,-0.384,1.652,1.33,2.064,-0.591,-1.302,-0.733,-0.146,-1.019,-0.987,-1.505,-0.912,-0.032,0.326,2.213,1.313,-0.228,1.399,-4.76,-2.647,0.26,0.83,3.097,1.512,-0.384,1.652,1.33,2.064,-0.591,-1.302,-0.733,-0.146,-0.032,0.326,2.213,1.313,1.357,-1.453,1.477,-0.837,-0.591,-1.302,-0.733,-0.146,-1.019,-0.987,-1.505,-0.912,0.189,2.081,-1.628,-1.392,-1.337,-0.279,-0.544,-1.262,-0.228,1.399,-4.76,-2.647,1.831,-0.561,0.533,1.648,-1.239,-0.547,2.131,0.816
median-beta-hydroxyacid_363_Psychromonas_sp_medianbetahydroxyacidlong_BLS,0.931,-0.179,-3.005,-1.853,-1.239,-0.547,2.131,0.816,-1.019,-0.987,-1.505,-0.912,-1.006,-0.59,1.891,0.412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.019,-0.987,-1.505,-0.912,-1.006,-0.59,1.891,0.412,-0.228,1.399,-4.76,-2.647,-0.384,1.652,1.33,2.064,-1.006,-0.59,1.891,0.412,-0.591,-1.302,-0.733,-0.146,-1.239,-0.547,2.131,0.816,-0.228,1.399,-4.76,-2.647,-0.591,-1.302,-0.733,-0.146,-0.384,1.652,1.33,2.064,-0.591,-1.302,-0.733,-0.146,-1.239,-0.547,2.131,0.816,-0.228,1.399,-4.76,-2.647,-0.228,1.399,-4.76,-2.647,0.26,0.83,3.097,1.512,-0.384,1.652,1.33,2.064,-0.591,-1.302,-0.733,-0.146,-0.032,0.326,2.213,1.313,1.357,-1.453,1.477,-0.837,-0.228,1.399,-4.76,-2.647,-1.019,-0.987,-1.505,-0.912,0.189,2.081,-1.628,-1.392,-1.239,-0.547,2.131,0.816,-0.032,0.326,2.213,1.313,1.831,-0.561,0.533,1.648,-1.239,-0.547,2.131,0.816
median-beta-hydroxyacid_364_Shewanella_baltica_medianbetahydroxyacidlong_BLS,0.931,-0.179,-3.005,-1.853,-0.591,-1.302,-0.733,-0.146,-1.019,-0.987,-1.505,-0.912,-1.006,-0.59,1.891,0.412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.019,-0.987,-1.505,-0.912,-1.006,-0.59,1.891,0.412,-0.228,1.399,-4.76,-2.647,-0.384,1.652,1.33,2.064,-1.006,-0.59,1.891,0.412,-1.337,-0.279,-0.544,-1.262,-1.239,-0.547,2.131,0.816,-0.228,1.399,-4.76,-2.647,-0.591,-1.302,-0.733,-0.146,-0.384,1.652,1.33,2.064,-0.591,-1.302,-0.733,-0.146,-1.019,-0.987,-1.505,-0.912,0.945,0.828,1.299,0.933,-0.228,1.399,-4.76,-2.647,0.26,0.83,3.097,1.512,-0.384,1.652,1.33,2.064,-0.591,-1.302,-0.733,-0.146,-0.032,0.326,2.213,1.313,1.357,-1.453,1.477,-0.837,-0.228,1.399,-4.76,-2.647,-1.019,-0.987,-1.505,-0.912,0.189,2.081,-1.628,-1.392,-1.239,-0.547,2.131,0.816,-0.228,1.399,-4.76,-2.647,-0.663,-1.524,2.219,1.212,-1.239,-0.547,2.131,0.816
median-beta-hydroxyacid_365_Shewanella_baltica_medianbetahydroxyacidlong_BLS,0.931,-0.179,-3.005,-1.853,-0.591,-1.302,-0.733,-0.146,-1.019,-0.987,-1.505,-0.912,-1.006,-0.59,1.891,0.412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.019,-0.987,-1.505,-0.912,-1.006,-0.59,1.891,0.412,-0.228,1.399,-4.76,-2.647,-0.384,1.652,1.33,2.064,-1.006,-0.59,1.891,0.412,-1.337,-0.279,-0.544,-1.262,-1.239,-0.547,2.131,0.816,-0.228,1.399,-4.76,-2.647,-0.591,-1.302,-0.733,-0.146,-0.384,1.652,1.33,2.064,-0.591,-1.302,-0.733,-0.146,-1.019,-0.987,-1.505,-0.912,0.945,0.828,1.299,0.933,-0.228,1.399,-4.76,-2.647,0.26,0.83,3.097,1.512,-0.384,1.652,1.33,2.064,-0.591,-1.302,-0.733,-0.146,-0.032,0.326,2.213,1.313,1.357,-1.453,1.477,-0.837,-0.228,1.399,-4.76,-2.647,-1.019,-0.987,-1.505,-0.912,0.189,2.081,-1.628,-1.392,-1.239,-0.547,2.131,0.816,-0.228,1.399,-4.76,-2.647,-0.663,-1.524,2.219,1.212,-1.239,-0.547,2.131,0.816
median-beta-hydroxyacid_366_Shewanella_baltica_medianbetahydroxyacidlong_BLS,0.931,-0.179,-3.005,-1.853,-0.591,-1.302,-0.733,-0.146,-1.019,-0.987,-1.505,-0.912,-1.006,-0.59,1.891,0.412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.019,-0.987,-1.505,-0.912,-1.006,-0.59,1.891,0.412,-0.228,1.399,-4.76,-2.647,-0.384,1.652,1.33,2.064,-1.006,-0.59,1.891,0.412,-1.337,-0.279,-0.544,-1.262,-1.239,-0.547,2.131,0.816,-0.228,1.399,-4.76,-2.647,-0.591,-1.302,-0.733,-0.146,-0.384,1.652,1.33,2.064,-0.591,-1.302,-0.733,-0.146,-1.019,-0.987,-1.505,-0.912,0.945,0.828,1.299,0.933,-0.228,1.399,-4.76,-2.647,0.26,0.83,3.097,1.512,-0.384,1.652,1.33,2.064,-0.591,-1.302,-0.733,-0.146,-0.032,0.326,2.213,1.313,1.357,-1.453,1.477,-0.837,-0.228,1.399,-4.76,-2.647,-1.019,-0.987,-1.505,-0.912,0.189,2.081,-1.628,-1.392,-1.239,-0.547,2.131,0.816,-0.228,1.399,-4.76,-2.647,-0.663,-1.524,2.219,1.212,-1.239,-0.547,2.131,0.816
median-beta-hydroxyacid_367_Shewanella_benthica_medianbetahydroxyacidlong_BLS,0.931,-0.179,-3.005,-1.853,-0.591,-1.302,-0.733,-0.146,-1.019,-0.987,-1.505,-0.912,-1.006,-0.59,1.891,0.412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.019,-0.987,-1.505,-0.912,-1.006,-0.59,1.891,0.412,-0.228,1.399,-4.76,-2.647,-0.384,1.652,1.33,2.064,-1.006,-0.59,1.891,0.412,-1.337,-0.279,-0.544,-1.262,-1.239,-0.547,2.131,0.816,-0.228,1.399,-4.76,-2.647,-0.591,-1.302,-0.733,-0.146,-0.384,1.652,1.33,2.064,-0.591,-1.302,-0.733,-0.146,-1.019,-0.987,-1.505,-0.912,0.945,0.828,1.299,0.933,-0.228,1.399,-4.76,-2.647,0.26,0.83,3.097,1.512,-0.384,1.652,1.33,2.064,-0.591,-1.302,-0.733,-0.146,-0.032,0.326,2.213,1.313,1.357,-1.453,1.477,-0.837,-0.228,1.399,-4.76,-2.647,-1.019,-0.987,-1.505,-0.912,0.189,2.081,-1.628,-1.392,-1.019,-0.987,-1.505,-0.912,-0.228,1.399,-4.76,-2.647,1.538,-0.055,1.502,2.897,-0.663,-1.524,2.219,1.212
median-beta-hydroxyacid_368_Shewanella_frigidimarina_medianbetahydroxyacidlong_BLS,0.931,-0.179,-3.005,-1.853,-0.591,-1.302,-0.733,-0.146,-1.019,-0.987,-1.505,-0.912,-1.006,-0.59,1.891,0.412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.019,-0.987,-1.505,-0.912,-1.006,-0.59,1.891,0.412,-0.228,1.399,-4.76,-2.647,-0.384,1.652,1.33,2.064,-1.006,-0.59,1.891,0.412,-1.337,-0.279,-0.544,-1.262,-1.239,-0.547,2.131,0.816,-0.228,1.399,-4.76,-2.647,-0.591,-1.302,-0.733,-0.146,-0.384,1.652,1.33,2.064,-0.591,-1.302,-0.733,-0.146,-1.019,-0.987,-1.505,-0.912,0.945,0.828,1.299,0.933,-0.228,1.399,-4.76,-2.647,0.26,0.83,3.097,1.512,-0.384,1.652,1.33,2.064,-0.591,-1.302,-0.733,-0.146,-0.032,0.326,2.213,1.313,1.357,-1.453,1.477,-0.837,-0.228,1.399,-4.76,-2.647,-1.019,-0.987,-1.505,-0.912,0.189,2.081,-1.628,-1.392,-1.239,-0.547,2.131,0.816,-0.228,1.399,-4.76,-2.647,-0.663,-1.524,2.219,1.212,-1.239,-0.547,2.131,0.816
median-beta-hydroxyacid_369_Shewanella_halifaxensis_medianbetahydroxyacidlong_BLS,0.931,-0.179,-3.005,-1.853,-0.591,-1.302,-0.733,-0.146,-1.019,-0.987,-1.505,-0.912,-1.006,-0.59,1.891,0.412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.019,-0.987,-1.505,-0.912,-1.006,-0.59,1.891,0.412,-0.228,1.399,-4.76,-2.647,-0.384,1.652,1.33,2.064,-1.006,-0.59,1.891,0.412,-1.337,-0.279,-0.544,-1.262,-1.239,-0.547,2.131,0.816,-0.228,1.399,-4.76,-2.647,-0.591,-1.302,-0.733,-0.146,-0.384,1.652,1.33,2.064,-0.591,-1.302,-0.733,-0.146,-1.019,-0.987,-1.505,-0.912,0.945,0.828,1.299,0.933,-0.228,1.399,-4.76,-2.647,0.26,0.83,3.097,1.512,-0.384,1.652,1.33,2.064,-0.591,-1.302,-0.733,-0.146,-0.032,0.326,2.213,1.313,1.357,-1.453,1.477,-0.837,-0.228,1.399,-4.76,-2.647,-1.019,-0.987,-1.505,-0.912,0.189,2.081,-1.628,-1.392,-1.239,-0.547,2.131,0.816,-0.228,1.399,-4.76,-2.647,1.831,-0.561,0.533,1.648,-1.239,-0.547,2.131,0.816
median-beta-hydroxyacid_370_Shewanella_loihica_medianbetahydroxyacidlong_BLS,0.931,-0.179,-3.005,-1.853,-0.591,-1.302,-0.733,-0.146,-1.019,-0.987,-1.505,-0.912,-1.006,-0.59,1.891,0.412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.019,-0.987,-1.505,-0.912,-1.006,-0.59,1.891,0.412,-0.228,1.399,-4.76,-2.647,-0.384,1.652,1.33,2.064,-1.006,-0.59,1.891,0.412,-1.337,-0.279,-0.544,-1.262,-1.239,-0.547,2.131,0.816,-0.228,1.399,-4.76,-2.647,-0.591,-1.302,-0.733,-0.146,-0.384,1.652,1.33,2.064,-0.591,-1.302,-0.733,-0.146,-1.019,-0.987,-1.505,-0.912,0.945,0.828,1.299,0.933,-0.228,1.399,-4.76,-2.647,0.26,0.83,3.097,1.512,-0.384,1.652,1.33,2.064,-0.591,-1.302,-0.733,-0.146,-0.032,0.326,2.213,1.313,1.357,-1.453,1.477,-0.837,-0.228,1.399,-4.76,-2.647,-0.228,1.399,-4.76,-2.647,-0.663,-1.524,2.219,1.212,-1.239,-0.547,2.131,0.816,-0.032,0.326,2.213,1.313,-0.228,1.399,-4.76,-2.647,0.336,-0.417,-1.673,-0.078
median-beta-hydroxyacid_371_Shewanella_pealeana_medianbetahydroxyacidlong_BLS,0.931,-0.179,-3.005,-1.853,-0.591,-1.302,-0.733,-0.146,-1.019,-0.987,-1.505,-0.912,-1.006,-0.59,1.891,0.412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.019,-0.987,-1.505,-0.912,-1.006,-0.59,1.891,0.412,-0.228,1.399,-4.76,-2.647,-0.384,1.652,1.33,2.064,-1.006,-0.59,1.891,0.412,-1.337,-0.279,-0.544,-1.262,-1.239,-0.547,2.131,0.816,-0.228,1.399,-4.76,-2.647,-0.591,-1.302,-0.733,-0.146,-0.384,1.652,1.33,2.064,-0.591,-1.302,-0.733,-0.146,-1.019,-0.987,-1.505,-0.912,0.945,0.828,1.299,0.933,-0.228,1.399,-4.76,-2.647,0.26,0.83,3.097,1.512,-0.384,1.652,1.33,2.064,-0.591,-1.302,-0.733,-0.146,-0.032,0.326,2.213,1.313,1.357,-1.453,1.477,-0.837,-0.228,1.399,-4.76,-2.647,-1.019,-0.987,-1.505,-0.912,0.189,2.081,-1.628,-1.392,-1.239,-0.547,2.131,0.816,-0.228,1.399,-4.76,-2.647,1.831,-0.561,0.533,1.648,-1.239,-0.547,2.131,0.816
median-beta-hydroxyacid_372_Shewanella_piezotolerans_medianbetahydroxyacidlong_BLS,0.931,-0.179,-3.005,-1.853,-0.591,-1.302,-0.733,-0.146,-1.019,-0.987,-1.505,-0.912,-1.006,-0.59,1.891,0.412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.019,-0.987,-1.505,-0.912,-1.006,-0.59,1.891,0.412,-0.228,1.399,-4.76,-2.647,-0.384,1.652,1.33,2.064,-1.006,-0.59,1.891,0.412,-1.337,-0.279,-0.544,-1.262,-1.239,-0.547,2.131,0.816,-0.228,1.399,-4.76,-2.647,-0.591,-1.302,-0.733,-0.146,-0.384,1.652,1.33,2.064,-0.591,-1.302,-0.733,-0.146,-1.019,-0.987,-1.505,-0.912,0.945,0.828,1.299,0.933,-0.228,1.399,-4.76,-2.647,0.26,0.83,3.097,1.512,-0.384,1.652,1.33,2.064,-0.591,-1.302,-0.733,-0.146,-0.032,0.326,2.213,1.313,1.357,-1.453,1.477,-0.837,-0.228,1.399,-4.76,-2.647,-1.019,-0.987,-1.505,-0.912,0.189,2.081,-1.628,-1.392,-1.019,-0.987,-1.505,-0.912,-0.228,1.399,-4.76,-2.647,1.831,-0.561,0.533,1.648,-1.239,-0.547,2.131,0.816
median-beta-hydroxyacid_373_Shewanella_putrefaciens_medianbetahydroxyacidlong_BLS,0.931,-0.179,-3.005,-1.853,-0.591,-1.302,-0.733,-0.146,-1.019,-0.987,-1.505,-0.912,-1.006,-0.59,1.891,0.412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.019,-0.987,-1.505,-0.912,-1.006,-0.59,1.891,0.412,-0.228,1.399,-4.76,-2.647,-0.384,1.652,1.33,2.064,-1.006,-0.59,1.891,0.412,-1.337,-0.279,-0.544,-1.262,-1.239,-0.547,2.131,0.816,-0.228,1.399,-4.76,-2.647,-0.591,-1.302,-0.733,-0.146,-0.384,1.652,1.33,2.064,-0.591,-1.302,-0.733,-0.146,-1.019,-0.987,-1.505,-0.912,0.945,0.828,1.299,0.933,-0.228,1.399,-4.76,-2.647,0.26,0.83,3.097,1.512,-0.384,1.652,1.33,2.064,-0.591,-1.302,-0.733,-0.146,-0.032,0.326,2.213,1.313,1.357,-1.453,1.477,-0.837,-0.228,1.399,-4.76,-2.647,-1.019,-0.987,-1.505,-0.912,0.189,2.081,-1.628,-1.392,-1.239,-0.547,2.131,0.816,-0.228,1.399,-4.76,-2.647,-0.663,-1.524,2.219,1.212,-1.239,-0.547,2.131,0.816
median-beta-hydroxyacid_374_Shewanella_putrefaciens_medianbetahydroxyacidlong_BLS,0.931,-0.179,-3.005,-1.853,-0.591,-1.302,-0.733,-0.146,-1.019,-0.987,-1.505,-0.912,-1.006,-0.59,1.891,0.412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.019,-0.987,-1.505,-0.912,-1.006,-0.59,1.891,0.412,-0.228,1.399,-4.76,-2.647,-0.384,1.652,1.33,2.064,-1.006,-0.59,1.891,0.412,-1.337,-0.279,-0.544,-1.262,-1.239,-0.547,2.131,0.816,-0.228,1.399,-4.76,-2.647,-0.591,-1.302,-0.733,-0.146,-0.384,1.652,1.33,2.064,-0.591,-1.302,-0.733,-0.146,-1.019,-0.987,-1.505,-0.912,0.945,0.828,1.299,0.933,-0.228,1.399,-4.76,-2.647,0.26,0.83,3.097,1.512,-0.384,1.652,1.33,2.064,-0.591,-1.302,-0.733,-0.146,-0.032,0.326,2.213,1.313,1.357,-1.453,1.477,-0.837,-0.228,1.399,-4.76,-2.647,-1.019,-0.987,-1.505,-0.912,0.189,2.081,-1.628,-1.392,-1.239,-0.547,2.131,0.816,-0.228,1.399,-4.76,-2.647,-0.663,-1.524,2.219,1.212,-1.239,-0.547,2.131,0.816
median-beta-hydroxyacid_375_Shewanella_sediminis_medianbetahydroxyacidlong_BLS,0.931,-0.179,-3.005,-1.853,-0.591,-1.302,-0.733,-0.146,-1.019,-0.987,-1.505,-0.912,-1.006,-0.59,1.891,0.412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.019,-0.987,-1.505,-0.912,-1.006,-0.59,1.891,0.412,-0.228,1.399,-4.76,-2.647,-0.384,1.652,1.33,2.064,-1.006,-0.59,1.891,0.412,-1.337,-0.279,-0.544,-1.262,-1.239,-0.547,2.131,0.816,-0.228,1.399,-4.76,-2.647,-0.591,-1.302,-0.733,-0.146,-0.384,1.652,1.33,2.064,-0.591,-1.302,-0.733,-0.146,-1.019,-0.987,-1.505,-0.912,0.945,0.828,1.299,0.933,-0.228,1.399,-4.76,-2.647,0.26,0.83,3.097,1.512,-0.384,1.652,1.33,2.064,-0.591,-1.302,-0.733,-0.146,-0.032,0.326,2.213,1.313,1.357,-1.453,1.477,-0.837,-0.228,1.399,-4.76,-2.647,-1.019,-0.987,-1.505,-0.912,0.189,2.081,-1.628,-1.392,-1.019,-0.987,-1.505,-0.912,-0.228,1.399,-4.76,-2.647,1.831,-0.561,0.533,1.648,-0.663,-1.524,2.219,1.212
median-beta-hydroxyacid_376_Shewanella_sp_medianbetahydroxyacidlong_BLS,0.931,-0.179,-3.005,-1.853,-0.591,-1.302,-0.733,-0.146,-1.019,-0.987,-1.505,-0.912,-1.006,-0.59,1.891,0.412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.019,-0.987,-1.505,-0.912,-1.006,-0.59,1.891,0.412,-0.228,1.399,-4.76,-2.647,-0.384,1.652,1.33,2.064,-1.006,-0.59,1.891,0.412,-1.337,-0.279,-0.544,-1.262,-1.239,-0.547,2.131,0.816,-0.228,1.399,-4.76,-2.647,-0.591,-1.302,-0.733,-0.146,-0.384,1.652,1.33,2.064,-0.591,-1.302,-0.733,-0.146,-1.019,-0.987,-1.505,-0.912,0.945,0.828,1.299,0.933,-0.228,1.399,-4.76,-2.647,0.26,0.83,3.097,1.512,-0.384,1.652,1.33,2.064,-0.591,-1.302,-0.733,-0.146,-0.032,0.326,2.213,1.313,1.357,-1.453,1.477,-0.837,-0.228,1.399,-4.76,-2.647,-1.019,-0.987,-1.505,-0.912,0.189,2.081,-1.628,-1.392,-1.239,-0.547,2.131,0.816,-0.228,1.399,-4.76,-2.647,-0.663,-1.524,2.219,1.212,-1.239,-0.547,2.131,0.816
median-beta-hydroxyacid_377_Shewanella_sp_medianbetahydroxyacidlong_BLS,0.931,-0.179,-3.005,-1.853,-0.591,-1.302,-0.733,-0.146,-1.019,-0.987,-1.505,-0.912,-1.006,-0.59,1.891,0.412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.019,-0.987,-1.505,-0.912,-1.006,-0.59,1.891,0.412,-0.228,1.399,-4.76,-2.647,-0.384,1.652,1.33,2.064,-1.006,-0.59,1.891,0.412,-1.337,-0.279,-0.544,-1.262,-1.239,-0.547,2.131,0.816,-0.228,1.399,-4.76,-2.647,-0.591,-1.302,-0.733,-0.146,-0.384,1.652,1.33,2.064,-0.591,-1.302,-0.733,-0.146,-1.019,-0.987,-1.505,-0.912,0.945,0.828,1.299,0.933,-0.228,1.399,-4.76,-2.647,0.26,0.83,3.097,1.512,-0.384,1.652,1.33,2.064,-0.591,-1.302,-0.733,-0.146,-0.032,0.326,2.213,1.313,1.357,-1.453,1.477,-0.837,-0.228,1.399,-4.76,-2.647,-1.019,-0.987,-1.505,-0.912,0.189,2.081,-1.628,-1.392,-1.239,-0.547,2.131,0.816,-0.228,1.399,-4.76,-2.647,-0.663,-1.524,2.219,1.212,-1.239,-0.547,2.131,0.816
median-beta-hydroxyacid_378_Shewanella_sp_medianbetahydroxyacidlong_BLS,0.931,-0.179,-3.005,-1.853,-0.591,-1.302,-0.733,-0.146,-1.019,-0.987,-1.505,-0.912,-1.006,-0.59,1.891,0.412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.019,-0.987,-1.505,-0.912,-1.006,-0.59,1.891,0.412,-0.228,1.399,-4.76,-2.647,-0.384,1.652,1.33,2.064,-1.006,-0.59,1.891,0.412,-1.337,-0.279,-0.544,-1.262,-1.239,-0.547,2.131,0.816,-0.228,1.399,-4.76,-2.647,-0.591,-1.302,-0.733,-0.146,-0.384,1.652,1.33,2.064,-0.591,-1.302,-0.733,-0.146,-1.019,-0.987,-1.505,-0.912,0.945,0.828,1.299,0.933,-0.228,1.399,-4.76,-2.647,0.26,0.83,3.097,1.512,-0.384,1.652,1.33,2.064,-0.591,-1.302,-0.733,-0.146,-0.032,0.326,2.213,1.313,1.357,-1.453,1.477,-0.837,-0.228,1.399,-4.76,-2.647,-1.019,-0.987,-1.505,-0.912,0.189,2.081,-1.628,-1.392,-1.239,-0.547,2.131,0.816,-0.228,1.399,-4.76,-2.647,-0.663,-1.524,2.219,1.212,-1.239,-0.547,2.131,0.816
