entry_name,organism,protein_names,likely_substrate,substrate_group,functional_class,bgcs,pmid,cmpnd,pdb_id,kinetics,ec_numbers
"NA",Xanthomonas campestris,WP_011035474.1 olefin beta-lactone synthetase  [Xanthomonas campestris],median_beta_hydroxy_acid_long,median_beta_hydroxy_acid_long,BLS,NA,"NA",NA,"NA","NA",EC 6.1.3.1
"NA",Lysobacter dokdonensis,WP_036166093.1 peptide synthase [Lysobacter dokdonensis],median_beta_hydroxy_acid_long,median_beta_hydroxy_acid_long,BLS,NA,"NA",NA,"NA","NA",EC 6.1.3.1
"NA",Arenimonas malthae,WP_043804215.1 peptide synthase [Arenimonas malthae],median_beta_hydroxy_acid_long,median_beta_hydroxy_acid_long,BLS,NA,"NA",NA,"NA","NA",EC 6.1.3.1
"NA",Shewanella putrefaciens,WP_082785907.1 peptide synthase [Shewanella putrefaciens],median_beta_hydroxy_acid_long,median_beta_hydroxy_acid_long,BLS,NA,"NA",NA,"NA","NA",EC 6.1.3.1
"NA",Chloroflexus aggregans DSM 9485,ZP_01515934.1 AMP-dependent synthetase and ligase [Chloroflexus aggregans DSM 9485],median_beta_hydroxy_acid_long,median_beta_hydroxy_acid_long,BLS,NA,"NA",NA,"NA","NA",EC 6.1.3.1
"NA",Desulfococcus oleovorans Hxd3,YP_001529891.1 peptide synthase [Desulfococcus oleovorans Hxd3],median_beta_hydroxy_acid_long,median_beta_hydroxy_acid_long,BLS,NA,"NA",NA,"NA","NA",EC 6.1.3.1
"NA",Desulfotalea psychrophila LSv54,YP_066367.1 peptide synthase [Desulfotalea psychrophila LSv54],median_beta_hydroxy_acid_long,median_beta_hydroxy_acid_long,BLS,NA,"NA",NA,"NA","NA",EC 6.1.3.1
"NA",Desulfuromonas acetoxidans DSM 684,ZP_01311978.1 AMP-dependent synthetase and ligase [Desulfuromonas acetoxidans DSM 684],median_beta_hydroxy_acid_long,median_beta_hydroxy_acid_long,BLS,NA,"NA",NA,"NA","NA",EC 6.1.3.1
"NA",gamma proteobacterium NOR5-3,YP_002660798.1 AMP-ligase [gamma proteobacterium NOR5-3],median_beta_hydroxy_acid_long,median_beta_hydroxy_acid_long,BLS,NA,"NA",NA,"NA","NA",EC 6.1.3.1
"NA",Geobacter lovleyi SZ,YP_001952507.1 peptide synthase [Geobacter lovleyi SZ],median_beta_hydroxy_acid_long,median_beta_hydroxy_acid_long,BLS,NA,"NA",NA,"NA","NA",EC 6.1.3.1
"NA",Geobacter sp. FRC-32,ZP_01387897.1 AMP-dependent synthetase and ligase [Geobacter sp. FRC-32],median_beta_hydroxy_acid_long,median_beta_hydroxy_acid_long,BLS,NA,"NA",NA,"NA","NA",EC 6.1.3.1
"NA",Geobacter sp. M21,ZP_03022590.1 AMP-dependent synthetase and ligase [Geobacter sp. M21],median_beta_hydroxy_acid_long,median_beta_hydroxy_acid_long,BLS,NA,"NA",NA,"NA","NA",EC 6.1.3.1
"NA",Geobacter uraniireducens Rf4,YP_001230771.1 peptide synthase [Geobacter uraniireducens Rf4],median_beta_hydroxy_acid_long,median_beta_hydroxy_acid_long,BLS,NA,"NA",NA,"NA","NA",EC 6.1.3.1
"NA",Moritella sp. PE36,ZP_01897864.1 peptide synthase [Moritella sp. PE36],median_beta_hydroxy_acid_long,median_beta_hydroxy_acid_long,BLS,NA,"NA",NA,"NA","NA",EC 6.1.3.1
"NA",Diplosphaera colitermitum TAV2,ZP_03724080.1 AMP-dependent synthetase and ligase [Diplosphaera colitermitum TAV2],median_beta_hydroxy_acid_long,median_beta_hydroxy_acid_long,BLS,NA,"NA",NA,"NA","NA",EC 6.1.3.1
"NA",Opitutus terrae PB90-1,YP_001817746.1 peptide synthase [Opitutus terrae PB90-1],median_beta_hydroxy_acid_long,median_beta_hydroxy_acid_long,BLS,NA,"NA",NA,"NA","NA",EC 6.1.3.1
"NA",Pelobacter propionicus DSM 2379,YP_902768.1 peptide synthase [Pelobacter propionicus DSM 2379],median_beta_hydroxy_acid_long,median_beta_hydroxy_acid_long,BLS,NA,"NA",NA,"NA","NA",EC 6.1.3.1
"NA",Photobacterium profundum 3TCK,ZP_01221859.1 peptide synthase [Photobacterium profundum 3TCK],median_beta_hydroxy_acid_long,median_beta_hydroxy_acid_long,BLS,NA,"NA",NA,"NA","NA",EC 6.1.3.1
"NA",Photobacterium profundum SS9,YP_129677.1 peptide synthase [Photobacterium profundum SS9],median_beta_hydroxy_acid_long,median_beta_hydroxy_acid_long,BLS,NA,"NA",NA,"NA","NA",EC 6.1.3.1
"NA",Psychromonas ingrahamii 37,YP_943363.1 peptide synthase [Psychromonas ingrahamii 37],median_beta_hydroxy_acid_long,median_beta_hydroxy_acid_long,BLS,NA,"NA",NA,"NA","NA",EC 6.1.3.1
"NA",Psychromonas sp. CNPT3,ZP_01216823.1 peptide synthase [Psychromonas sp. CNPT3],median_beta_hydroxy_acid_long,median_beta_hydroxy_acid_long,BLS,NA,"NA",NA,"NA","NA",EC 6.1.3.1
"NA",Shewanella baltica OS185,YP_001365758.1 peptide synthase [Shewanella baltica OS185],median_beta_hydroxy_acid_long,median_beta_hydroxy_acid_long,BLS,NA,"NA",NA,"NA","NA",EC 6.1.3.1
"NA",Shewanella baltica OS195,YP_001554015.1 peptide synthase [Shewanella baltica OS195],median_beta_hydroxy_acid_long,median_beta_hydroxy_acid_long,BLS,NA,"NA",NA,"NA","NA",EC 6.1.3.1
"NA",Shewanella baltica OS223,YP_002358708.1 peptide synthase [Shewanella baltica OS223],median_beta_hydroxy_acid_long,median_beta_hydroxy_acid_long,BLS,NA,"NA",NA,"NA","NA",EC 6.1.3.1
"NA",Shewanella benthica KT99,ZP_02159178.1 peptide synthase [Shewanella benthica KT99],median_beta_hydroxy_acid_long,median_beta_hydroxy_acid_long,BLS,NA,"NA",NA,"NA","NA",EC 6.1.3.1
"NA",Shewanella frigidimarina NCIMB 400,YP_750058.1 peptide synthase [Shewanella frigidimarina NCIMB 400],median_beta_hydroxy_acid_long,median_beta_hydroxy_acid_long,BLS,NA,"NA",NA,"NA","NA",EC 6.1.3.1
"NA",Shewanella halifaxensis HAW-EB4,YP_001675029.1 peptide synthase [Shewanella halifaxensis HAW-EB4],median_beta_hydroxy_acid_long,median_beta_hydroxy_acid_long,BLS,NA,"NA",NA,"NA","NA",EC 6.1.3.1
"NA",Shewanella loihica PV-4,YP_001093841.1 peptide synthase [Shewanella loihica PV-4],median_beta_hydroxy_acid_long,median_beta_hydroxy_acid_long,BLS,NA,"NA",NA,"NA","NA",EC 6.1.3.1
"NA",Shewanella pealeana ATCC 700345,YP_001502589.1 peptide synthase [Shewanella pealeana ATCC 700345],median_beta_hydroxy_acid_long,median_beta_hydroxy_acid_long,BLS,NA,"NA",NA,"NA","NA",EC 6.1.3.1
"NA",Shewanella piezotolerans WP3,YP_002312623.1 AMP-dependent synthetase and ligase [Shewanella piezotolerans WP3],median_beta_hydroxy_acid_long,median_beta_hydroxy_acid_long,BLS,NA,"NA",NA,"NA","NA",EC 6.1.3.1
"NA",Shewanella putrefaciens 200,ZP_01706253.1 AMP-dependent synthetase and ligase [Shewanella putrefaciens 200],median_beta_hydroxy_acid_long,median_beta_hydroxy_acid_long,BLS,NA,"NA",NA,"NA","NA",EC 6.1.3.1
"NA",Shewanella putrefaciens CN-32,YP_001182971.1 peptide synthase [Shewanella putrefaciens CN-32],median_beta_hydroxy_acid_long,median_beta_hydroxy_acid_long,BLS,NA,"NA",NA,"NA","NA",EC 6.1.3.1
"NA",Shewanella sediminis HAW-EB3,YP_001473251.1 peptide synthase [Shewanella sediminis HAW-EB3],median_beta_hydroxy_acid_long,median_beta_hydroxy_acid_long,BLS,NA,"NA",NA,"NA","NA",EC 6.1.3.1
"NA",Shewanella sp. ANA-3,YP_870346.1 peptide synthase [Shewanella sp. ANA-3],median_beta_hydroxy_acid_long,median_beta_hydroxy_acid_long,BLS,NA,"NA",NA,"NA","NA",EC 6.1.3.1
"NA",Shewanella sp. MR-4,YP_734674.1 peptide synthase [Shewanella sp. MR-4],median_beta_hydroxy_acid_long,median_beta_hydroxy_acid_long,BLS,NA,"NA",NA,"NA","NA",EC 6.1.3.1
"NA",Shewanella sp. MR-7,YP_738655.1 peptide synthase [Shewanella sp. MR-7],median_beta_hydroxy_acid_long,median_beta_hydroxy_acid_long,BLS,NA,"NA",NA,"NA","NA",EC 6.1.3.1
"NA",Shewanella sp. W3-18-1,YP_964029.1 peptide synthase [Shewanella sp. W3-18-1],median_beta_hydroxy_acid_long,median_beta_hydroxy_acid_long,BLS,NA,"NA",NA,"NA","NA",EC 6.1.3.1
"NA",Shewanella woodyi ATCC 51908,YP_001761523.1 peptide synthase [Shewanella woodyi ATCC 51908],median_beta_hydroxy_acid_long,median_beta_hydroxy_acid_long,BLS,NA,"NA",NA,"NA","NA",EC 6.1.3.1
"NA",Stenotrophomonas maltophilia K279a,YP_001970131.1 peptide synthase [Stenotrophomonas maltophilia K279a],median_beta_hydroxy_acid_long,median_beta_hydroxy_acid_long,BLS,NA,"NA",NA,"NA","NA",EC 6.1.3.1
"NA",Stenotrophomonas maltophilia R551-3,YP_002026558.1 peptide synthase [Stenotrophomonas maltophilia R551-3],median_beta_hydroxy_acid_long,median_beta_hydroxy_acid_long,BLS,NA,"NA",NA,"NA","NA",EC 6.1.3.1
"NA",Stenotrophomonas sp. SKA14,ZP_05134133.1 AMP-ligase [Stenotrophomonas sp. SKA14],median_beta_hydroxy_acid_long,median_beta_hydroxy_acid_long,BLS,NA,"NA",NA,"NA","NA",EC 6.1.3.1
"NA",Streptomyces ambofaciens ATCC 23877,CAJ87982.1 putative AMP-ligase [Streptomyces ambofaciens ATCC 23877],median_beta_hydroxy_acid_long,median_beta_hydroxy_acid_long,BLS,NA,"NA",NA,"NA","NA",EC 6.1.3.1
"NA",Streptomyces ghanaensis ATCC 14672,ZP_04685216.1 peptide synthase [Streptomyces ghanaensis ATCC 14672],median_beta_hydroxy_acid_long,median_beta_hydroxy_acid_long,BLS,NA,"NA",NA,"NA","NA",EC 6.1.3.1
"NA",Xanthomonas axonopodis pv. citri str. 306,NP_640593.2 peptide synthase [Xanthomonas axonopodis pv. citri str. 306],median_beta_hydroxy_acid_long,median_beta_hydroxy_acid_long,BLS,NA,"NA",NA,"NA","NA",EC 6.1.3.1
"NA",Xanthomonas campestris pv. campestris str. B100,YP_001901643.1 peptide synthase [Xanthomonas campestris pv. campestris str. B100],median_beta_hydroxy_acid_long,median_beta_hydroxy_acid_long,BLS,NA,"NA",NA,"NA","NA",EC 6.1.3.1
"NA",Xanthomonas oryzae pv. oryzae KACC 10331,YP_202854.6 peptide synthase [Xanthomonas oryzae pv. oryzae KACC 10331],median_beta_hydroxy_acid_long,median_beta_hydroxy_acid_long,BLS,NA,"NA",NA,"NA","NA",EC 6.1.3.1
"NA",Xanthomonas oryzae pv. oryzicola BLS256,ZP_02241408.1 peptide synthase [Xanthomonas oryzae pv. oryzicola BLS256],median_beta_hydroxy_acid_long,median_beta_hydroxy_acid_long,BLS,NA,"NA",NA,"NA","NA",EC 6.1.3.1
"NA",Arthrobacter aurescens TC1,YP_947744.1 hydrolase [Arthrobacter aurescens TC1],median_beta_hydroxy_acid_long,median_beta_hydroxy_acid_long,BLS,NA,"NA",NA,"NA","NA",EC 6.1.3.1
"NA",Arthrobacter chlorophenolicus A6,YP_002486535.1 AMP-dependent synthetase and ligase [Arthrobacter chlorophenolicus A6],median_beta_hydroxy_acid_long,median_beta_hydroxy_acid_long,BLS,NA,"NA",NA,"NA","NA",EC 6.1.3.1
"NA",Brachybacterium faecium DSM 4810,ZP_04530118.1 acyl-CoA synthetase (AMP-forming)/AMP-acid ligase II [Brachybacterium faecium DSM 4810],median_beta_hydroxy_acid_long,median_beta_hydroxy_acid_long,BLS,NA,"NA",NA,"NA","NA",EC 6.1.3.1
"NA",Brevibacterium linens BL2,ZP_00380721.1 COG0318: Acyl-CoA synthetases (AMP-forming)/AMP-acid ligases II [Brevibacterium linens BL2],median_beta_hydroxy_acid_long,median_beta_hydroxy_acid_long,BLS,NA,"NA",NA,"NA","NA",EC 6.1.3.1
"NA",Clavibacter michiganensis subsp. sepedonicus,YP_001710553.1 AMP-dependent synthetase/ligase [Clavibacter michiganensis subsp. sepedonicus],median_beta_hydroxy_acid_long,median_beta_hydroxy_acid_long,BLS,NA,"NA",NA,"NA","NA",EC 6.1.3.1
"NA",Congregibacter litoralis KT71,ZP_01103250.1 AMP-ligase [Congregibacter litoralis KT71],median_beta_hydroxy_acid_long,median_beta_hydroxy_acid_long,BLS,NA,"NA",NA,"NA","NA",EC 6.1.3.1
"NA",Geodermatophilus obscurus DSM 43160,ZP_03888711.1 acyl-CoA synthetase (AMP-forming)/AMP-acid ligase II [Geodermatophilus obscurus DSM 43160],median_beta_hydroxy_acid_long,median_beta_hydroxy_acid_long,BLS,NA,"NA",NA,"NA","NA",EC 6.1.3.1
"NA",Kineococcus radiotolerans SRS30216 = ATCC BAA-149,YP_001361431.1 AMP-dependent synthetase and ligase [Kineococcus radiotolerans SRS30216 = ATCC BAA-149],median_beta_hydroxy_acid_long,median_beta_hydroxy_acid_long,BLS,NA,"NA",NA,"NA","NA",EC 6.1.3.1
"NA",Kocuria rhizophila DC2201,YP_001854904.1 putative fatty-acid--CoA ligase [Kocuria rhizophila DC2201],median_beta_hydroxy_acid_long,median_beta_hydroxy_acid_long,BLS,NA,"NA",NA,"NA","NA",EC 6.1.3.1
"NA",Kytococcus sedentarius DSM 20547,ZP_04042223.1 acyl-CoA synthetase (AMP-forming)/AMP-acid ligase II [Kytococcus sedentarius DSM 20547],median_beta_hydroxy_acid_long,median_beta_hydroxy_acid_long,BLS,NA,"NA",NA,"NA","NA",EC 6.1.3.1
"NA",Micrococcus luteus NCTC 2665,YP_002957383.1 acyl-CoA synthetase (AMP-forming)/AMP-acid ligase II [Micrococcus luteus NCTC 2665],median_beta_hydroxy_acid_long,median_beta_hydroxy_acid_long,BLS,NA,"NA",NA,"NA","NA",EC 6.1.3.1
"NA",Nakamurella multipartita DSM 44233,ZP_04350502.1 acyl-CoA synthetase (AMP-forming)/AMP-acid ligase II [Nakamurella multipartita DSM 44233],median_beta_hydroxy_acid_long,median_beta_hydroxy_acid_long,BLS,NA,"NA",NA,"NA","NA",EC 6.1.3.1
CAR_NOCIO,Nocardia iowensis,Carboxylic acid reductase (CAR) (EC 1.2.1.-) (ATP/NADPH-dependent carboxylic acid reductase) (Aryl aldehyde oxidoreductase) (EC 1.2.1.30),benzoate; vanillate; ferulate,aryl,CAR,NA,15006821; 9171390; 9852085; 17102130,NA,5MSC,"BIOPHYSICOCHEMICAL PROPERTIES: ;  Kinetic parameters: KM=645 uM for benzoate {ECO:0000269|PubMed:17102130, ECO:0000269|PubMed:9171390}; KM=57.3 uM for ATP {ECO:0000269|PubMed:17102130, ECO:0000269|PubMed:9171390}; KM=29.3 uM for NADPH {ECO:0000269|PubMed:17102130, ECO:0000269|PubMed:9171390}; KM=34.5 uM for (R)-(-)-alpha-methyl-4-(2-methylpropyl)-benzeneacetate ((R)-ibuprofen) {ECO:0000269|PubMed:17102130, ECO:0000269|PubMed:9171390}; KM=155 uM for (S)-(+)-alpha-methyl-4-(2-methylpropyl)-benzeneacetate ((S)-ibuprofen) {ECO:0000269|PubMed:17102130, ECO:0000269|PubMed:9171390}; Vmax=0.902 umol/min/mg enzyme with benzoate as substrate {ECO:0000269|PubMed:17102130, ECO:0000269|PubMed:9171390}; Vmax=1.33 umol/min/mg enzyme with (R)-(-)-alpha-methyl-4-(2-methylpropyl)-benzeneacetate as substrate {ECO:0000269|PubMed:17102130, ECO:0000269|PubMed:9171390}; Vmax=0.15 umol/min/mg enzyme with (S)-(+)-alpha-methyl-4-(2-methylpropyl)-benzeneacetate as substrate {ECO:0000269|PubMed:17102130, ECO:0000269|PubMed:9171390}; Note=Vmax is 3 times higher than that of the natural enzyme when recombinant apo-Car is incubated with the purified PPTase Npt and CoA. {ECO:0000269|PubMed:17102130};","c(""EC 1.2.1.-"", ""EC 1.2.1.30"""
CAR_MYCMM,Mycobacterium marinum (strain ATCC BAA-535 / M),Carboxylic acid reductase (CAR) (EC 1.2.1.-) (ATP/NADPH-dependent carboxylic acid reductase) (Fatty acid reductase),benzoate,aryl,CAR,NA,18403782; 23248280,NA,"NA",BIOPHYSICOCHEMICAL PROPERTIES:  Kinetic parameters: KM=362 uM for benzoate {ECO:0000269|PubMed:23248280}; KM=48 uM for NADPH {ECO:0000269|PubMed:23248280}; KM=115 uM for ATP {ECO:0000269|PubMed:23248280}; Vmax=2.32 umol/min/mg enzyme with benzoate as substrate {ECO:0000269|PubMed:23248280};,EC 1.2.1.-
Q08BF2_DANRE,Danio rerio (Zebrafish) (Brachydanio rerio),"Solute carrier family 27 (fatty acid transporter), member 1b (Zgc:153860) (Zgc:153860 protein)",long_chain,long_chain,FAT,NA,23594743;,NA,"NA","NA","NA"
F1QEZ5_DANRE,Danio rerio (Zebrafish) (Brachydanio rerio),"Solute carrier family 27 (fatty acid transporter), member 1a",long_chain,long_chain,FAT,NA,23594743;,NA,"NA","NA","NA"
E9Q9W4_MOUSE,Mus musculus (Mouse),"Solute carrier family 27 (fatty acid transporter), member 6",long_chain,long_chain,FAT,NA,19468303; 21183079;,NA,"NA","NA","NA"
A0A0R4IRL6_DANRE,Danio rerio (Zebrafish) (Brachydanio rerio),"Solute carrier family 27 (fatty acid transporter), member 4",long_chain,long_chain,FAT,NA,23594743;,NA,"NA","NA","NA"
A0A2R8QE30_DANRE,Danio rerio (Zebrafish) (Brachydanio rerio),"Solute carrier family 27 (fatty acid transporter), member 1a",long_chain,long_chain,FAT,NA,23594743;,NA,"NA","NA","NA"
F1QQC5_DANRE,Danio rerio (Zebrafish) (Brachydanio rerio),"Solute carrier family 27 (fatty acid transporter), member 2a",long_chain,long_chain,FAT,NA,23594743,NA,"NA","NA","NA"
F1QLZ8_DANRE,Danio rerio (Zebrafish) (Brachydanio rerio),"Solute carrier family 27 (fatty acid transporter), member 4",long_chain,long_chain,FAT,NA,23594743,NA,"NA","NA","NA"
F1QBA8_DANRE,Danio rerio (Zebrafish) (Brachydanio rerio),"Solute carrier family 27 (fatty acid transporter), member 6",long_chain,long_chain,FAT,NA,23594743,NA,"NA","NA","NA"
Q9VKU1_DROME,Drosophila melanogaster (Fruit fly),"Fatty acid (Long chain) transport protein, isoform A (Fatty acid (Long chain) transport protein, isoform B) (Fatty acid (Long chain) transport protein, isoform E) (EC 6.2.1.3) (SD05207p)",long_chain,long_chain,FAT,NA,10731132; 12537568; 12537572; 12537573; 12537574; 16110336; 17569856; 17569867; 26109357; 26109356;,NA,"NA","NA",EC 6.2.1.3
S27A4_MOUSE,Mus musculus (Mouse),Long-chain fatty acid transport protein 4 (FATP-4) (Fatty acid transport protein 4) (EC 6.2.1.-) (Solute carrier family 27 member 4),long_chain,long_chain,FAT,NA,11404000; 16141072; 15489334; 9671728; 10518211; 14512415; 12821645; 12697906; 15653672; 15699031; 16452087; 21183079; 23407971,NA,"NA","NA",EC 6.2.1.-
S27A1_HUMAN,Homo sapiens (Human),Long-chain fatty acid transport protein 1 (FATP-1) (Fatty acid transport protein 1) (EC 6.2.1.-) (Solute carrier family 27 member 1),long_chain,long_chain,FAT,NA,14702039; 15057824; 15489334; 10873384; 28178239,NA,"NA","NA",EC 6.2.1.-
S27A4_HUMAN,Homo sapiens (Human),Long-chain fatty acid transport protein 4 (FATP-4) (Fatty acid transport protein 4) (EC 6.2.1.-) (Solute carrier family 27 member 4),long_chain,long_chain,FAT,NA,9878842; 14702039; 15164053; 15489334; 21269460; 14715877; 19631310; 20815031,NA,"NA","NA",EC 6.2.1.-
G3X8Y7_MOUSE,Mus musculus (Mouse),"Long-chain fatty acid transport protein 3 (MCG22222, isoform CRA_c)",long_chain,long_chain,FAT,NA,12040188; 19468303; 21183079;,NA,"NA","NA","NA"
G3V1R7_HUMAN,Homo sapiens (Human),"Solute carrier family 27 (Fatty acid transporter), member 2, isoform CRA_b (Very long-chain acyl-CoA synthetase)",long_chain,long_chain,FAT,NA,11181995; 16572171; 18669648; 20068231; 21269460; 23186163; 24275569,NA,"NA","NA","NA"
X6R3N0_HUMAN,Homo sapiens (Human),"Long-chain fatty acid transport protein 3 (Solute carrier family 27 (Fatty acid transporter), member 3, isoform CRA_d)",long_chain,long_chain,FAT,NA,11181995; 16710414;,NA,"NA","NA","NA"
S27A1_MOUSE,Mus musculus (Mouse),Long-chain fatty acid transport protein 1 (FATP-1) (Fatty acid transport protein 1) (EC 6.2.1.-) (Fatty acid transport protein) (Solute carrier family 27 member 1),long_chain,long_chain,FAT,NA,7954810; 9765271; 15489334; 9786857; 9671728; 10593920; 10471110; 11470793; 12235169; 12533547; 11970897; 12937175; 14991074; 15897321; 15699031; 21183079; 28178239,NA,"NA","NA",EC 6.2.1.-
S27A3_MOUSE,Mus musculus (Mouse),Solute carrier family 27 member 3 (EC 6.2.1.-) (Long-chain fatty acid transport protein 3) (FATP-3) (Fatty acid transport protein 3) (Very long-chain acyl-CoA synthetase homolog 3) (VLCS-3),long_chain,long_chain,FAT,NA,15489334; 16141072; 9671728; 15469937; 21183079,NA,"NA","NA",EC 6.2.1.-
FAT1_YEAST,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),Very long-chain fatty acid transport protein,long_chain,long_chain,FAT,NA,9079682; 7813418; 24374639; 14562106,NA,"NA","NA","NA"
Q6GMM8_RAT,Rattus norvegicus (Rat),"Long-chain fatty acid transport protein 1 (Solute carrier family 27 (Fatty acid transporter), member 1) (Solute carrier family 27 (Fatty acid transporter), member 1, isoform CRA_a)",long_chain,long_chain,FAT,NA,15489334; 15057822; 15632090;,NA,"NA","NA","NA"
B7Z225_HUMAN,Homo sapiens (Human),"Long-chain fatty acid transport protein 1 (cDNA FLJ50069, highly similar to Long-chain fatty acid transport protein 1) (cDNA, FLJ78834, highly similar to Long-chain fatty acid transport protein 1)",long_chain,long_chain,FAT,NA,15057824;,NA,"NA","NA","NA"
F1SFW5_PIG,Sus scrofa (Pig),Solute carrier family 27 member 3,long_chain,long_chain,FAT,NA,"NA",NA,"NA","NA","NA"
A0A287ADR8_PIG,Sus scrofa (Pig),Solute carrier family 27 member 4,long_chain,long_chain,FAT,NA,"NA",NA,"NA","NA","NA"
A0A287BMB3_PIG,Sus scrofa (Pig),Solute carrier family 27 member 4,long_chain,long_chain,FAT,NA,"NA",NA,"NA","NA","NA"
A0A287BDD8_PIG,Sus scrofa (Pig),Solute carrier family 27 member 5,long_chain,long_chain,FAT,NA,"NA",NA,"NA","NA","NA"
A0A287BA72_PIG,Sus scrofa (Pig),Solute carrier family 27 member 1,long_chain,long_chain,FAT,NA,"NA",NA,"NA","NA","NA"
Q8TLW1_METAC,Methanosarcina acetivorans (strain ATCC 35395 / DSM 2834 / JCM 12185 / C2A),AMP-binding protein,unknown,unknown,HOLDOUT_TEST,NA,11932238; 19544569,NA,3ETC,"NA","NA"
Q9L0A2_STRCO,Streptomyces coelicolor (strain ATCC BAA-471 / A3(2) / M145),Putative fatty acid synthase,malonate,short_chan,MMCS,NA,12000953; 21338915,NA,3NYQ,"NA","NA"
Q9I4B7_PSEAE,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),Uncharacterized protein,unknown,unknown,HOLDOUT_TEST,NA,10984043; 22452656,NA,4DG8,"NA","NA"
C6W5A4_DYAFD,Dyadobacter fermentans (strain ATCC 700827 / DSM 18053 / NS114),Acyl-CoA synthetase (AMP-forming)/AMP-acid ligase II-like protein,unknown,unknown,HOLDOUT_TEST,NA,21304649;,NA,4GS5,"NA","NA"
E5XP76_9ACTN,Segniliparus rugosus ATCC BAA-974,Thioester reductase domain-containing protein,benzoate,aryl,CAR,NA,22675588; 28719588,NA,5MSS,"NA","NA"
A9MB96_BRUC2,Brucella canis (strain ATCC 23365 / NCTC 10854),AMP-dependent synthetase and ligase,unknown,unknown,HOLDOUT_TEST,NA,"NA",NA,5U2A,"NA","NA"
M9PCX4_DROME,Drosophila melanogaster (Fruit fly),"Uncharacterized protein, isoform E (EC 6.2.1.3)",unknown,unknown,HOLDOUT_TEST,NA,10731132; 12537568; 12537572; 12537573; 12537574; 16110336; 17569856; 17569867,NA,"NA","NA",EC 6.2.1.3
"NA",Nocardia brasiliensis,WP_042260945.1 peptide synthase [Nocardia brasiliensis],median_beta_hydroxy_acid_long,median_beta_hydroxy_acid_long,HOLDOUT_TEST,NA,"NA",NA,"NA","NA",EC 6.1.3.1
FAD10_MYCTU,Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv),Putative fatty-acid--CoA ligase FadD10 (Fatty-acid-CoA synthetase) (Fatty-acid-CoA synthase)) (EC 6.2.1.-),long_chain,long_chain,LACS,NA,9634230; 15882420; 21969609,NA,"NA","NA",EC 6.2.1.-
FAD21_MYCTU,Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv),Putative fatty-acid--CoA ligase FadD21 (EC 6.2.1.-) (Acyl-CoA synthetase),long_chain,long_chain,LACS,NA,9634230; 20066036; 21969609; 25124040,NA,"NA","NA",EC 6.2.1.-
FAD25_MYCTU,Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv),Putative fatty-acid--CoA ligase fadD25 (EC 6.2.1.-) (Acyl-CoA synthetase),long_chain,long_chain,LACS,NA,9634230; 21969609,NA,"NA","NA",EC 6.2.1.-
LCFCS_THET8,Thermus thermophilus (strain HB8 / ATCC 27634 / DSM 579),Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3) (Long-chain fatty acyl-CoA synthetase) (LC-FACS),myristate; palmitate,long_chain,LACS,NA,15145952,NA,1ULT,"NA",EC 6.2.1.3
O30147_ARCFU,Archaeoglobus fulgidus (strain ATCC 49558 / VC-16 / DSM 4304 / JCM 9628 / NBRC 100126),Long-chain-fatty-acid--CoA ligase (FadD-1),long_chain,long_chain,LACS,NA,9389475;,NA,3G7S,"NA","NA"
Q6NAE3_RHOPA,Rhodopseudomonas palustris (strain ATCC BAA-98 / CGA009),Putative long-chain-fatty-acid CoA ligase (EC 6.2.1.3),long_chain,long_chain,LACS,NA,14704707;,NA,3IVR,"NA",EC 6.2.1.3
